table flip	(ﾉ-ｏ-)ﾉ ~┫：・’.：：・
table flip	(ノ-o-)ノ⌒┳ ┫┻┣
table flip	(ノ-o-)ノ┸┸)`3゜)・;’.
table flip	(ﾉ；；)ﾉ~┻━┻
table flip	(ノ；o；)ノ ┫:･’.::･┻┻:･’.::･
table flip	(ノ；ω；)ノ ┫:･’.::･┻┻:･’.::･
table flip	(ﾉ*’‐’)ﾉ ﾐ ┸┸
table flip	(ノ#-_-)ノ ミ　┴┴
table flip	(ノ#-◇-)ノ ~~~~┻━┻☆(x _ x)ノ
table flip	（ノ｀_´）ﾉ~~┴┴
table flip	(ノ｀´）ノミ┻┻
table flip	ノToT)ノ ~┻┻
table flip	(ﾉ｀□´)ﾉ⌒┻━┻
table flip	(ノ｀０)ノ ⌒┫ ┻ ┣ ┳☆(x x)
table flip	ノ￣□￣)ノ ~┻━┻
table flip	(ノ｀m´)ノ ~┻━┻ (/o＼)
table flip	(ﾉ｀Д)ﾉ:・’∵:.┻┻
table flip	（ﾉ｀Д´）ﾉ－－－－－┻┻　-３-３
table flip	(ﾉ`Д´)ﾉ.:･┻┻)｀з゜)･:ﾞ;
table flip	┻━┻ミ＼（≧ロ≦＼）
table flip	(ノ￣＿￣）ノ　┫〝〟∵
table flip	(ノ￣＿￣)ノ＼。:・゛。
table flip	(丿>ロ<)丿 ┤∵:.
table flip	(ﾉToT)ﾉ ﾐ ┸┸
table flip	(ﾉ￣□￣)ﾉ ~┻━┻
table flip	(ノ￣▽￣)ノ┻━┻☆)*￣□)ノ))
table flip	(ノ￣◇￣)ノ~┻━┻/(×。×)
table flip	（ノ￣ー￣）ノ　┫：・’.::
table flip	(ノ￣ー￣）ノ　┫〝〟∵
table flip	(メ–)ノノ。。。┻┻
table flip	(ﾉ＝ﾟﾛﾟ)ﾉ ⌒┫:･’.::
table flip	(ノ＞o＜)ノ ┫:･’.::
table flip	（ノ≧∇≦）ノ　┫　゜・∵。
table flip	(ﾉ≧∇≦)ﾉ ﾐ ┸┸
table flip	（ノ≧ο≦）ノ　┫　゜・∵。
table flip	（ノ○Д○）ノ＝＝＝┠
table flip	（ノ♯｀△´）ノ~’┻━┻
table flip	（ノー”ー）ノ　┫　゜・∵。
table flip	（ノT＿T)ノ ＾┻━┻
table flip	(ノToT)ノ ~┻┻
table flip	(ノToT)ノ ┫:・’.::・
table flip	(ﾉToT)ﾉ ┫:･’.::･＼┻┻(･_＼)
table flip	(ノToT)ノ ┫:・’.::・┻┻:・’.::・
excited happy	(((o(*ﾟ▽ﾟ*)o)))
excited happy	(★^O^★)
excited dance	(ﾉ･ｪ･)ﾉ
excited happy	＼（＠￣∇￣＠）／
excited happy dance	＼(^▽^＠)ノ
excited happy	ヾ(@^▽^@)ノ
excited happy	o((*^▽^*))o
excited happy	Ｏ(≧▽≦)Ｏ
excited happy	(((＼（＠v＠）／)))
excited	(* >ω<)
excited happy	(*≧▽≦)
excited happy	(/^▽^)/
excited happy	(ﾉ´ヮ´)ﾉ*:･ﾟ✧
excited dance	(ﾉ≧∀≦)ﾉ
excited	(ﾉ◕ヮ◕)ﾉ*:・ﾟ✧
excited	\( ‘з’)/
excited happy cry	＼(*T▽T*)／
excited	＼（＾▽＾）／
excited happy cry	＼（Ｔ∇Ｔ）／
excited happy	☆*･゜ﾟ･*\(^O^)/*･゜ﾟ･*☆
excited happy	☆*:.｡. o(≧▽≦)o .｡.:*☆
excited	ヽ( ★ω★)ノ
excited happy dance	ヽ(;^o^ヽ)
excited happy cry	ヽ(；▽；)ノ
excited	ヾ(。◕ฺ∀◕ฺ)ノ
excited happy cry	ヾ(＠† ▽ †＠）ノ
excited happy dance	ヾ(＠^∇^＠)ノ
excited happy	ヾ(＠^▽^＠)ﾉ
excited happy	ヾ（＠＾▽＾＠）ノ
excited happy	ヾ(＠゜▽゜＠）ノ
excited happy crazy	ヾ(@°▽°@)ノ
excited happy	ヾ(＠°▽°＠)ﾉ
excited happy	ヽ(*≧ω≦)ﾉ
excited happy	ヽ(*⌒∇⌒*)ﾉ
excited happy	ヽ(^。^)丿
excited happy	ヽ(＾Д＾)ﾉ
excited cat	ヽ(=^･ω･^=)丿
excited happy	o(〃＾▽＾〃)o
excited happy	o(^▽^)o
excited happy	Ｏ(≧∇≦)Ｏ
excited happy	o(≧∇≦o)
excited happy	о(ж＞▽＜)ｙ ☆
excited	٩(^ᴗ^)۶
excited	(๑>ᴗ<๑)
excited	٩(•̤̀ᵕ•̤́๑)ᵒᵏᵎᵎᵎᵎ
excited	୧(﹒︠ᴗ﹒︡)୨
excited	˚₊*(ˊॢo̶̶̷̤◡ुo̴̶̷̤ˋॢ)*₊˚⁎
excited laugh	∗˚(* ˃̤൬˂̤ *)˚∗
excited	•ू(ᵒ̴̶̷ωᵒ̴̶̷*•ू) ​ )੭ु⁾
excited think	(❛ัॢᵕ❛ั ॢ)✩*ೃ.⋆
excited	⁺✧.(˃̶ ॣ⌣ ॣ˂̶∗̀)ɞ⁾
excited	٩(●˙▿˙●)۶…⋆ฺ
excited	*✲ﾟ*｡✧٩(･ิᴗ･ิ๑)۶*✲ﾟ*｡✧
excited kiss	σ(≧ε≦ｏ)
excited love	٩(๑ơలơ)۶♡
excited love	˚‧*♡ॢ˃̶̤̀◡˂̶̤́♡ॢ*‧˚
excited	( ˃̶ω˂̶ ૃ)
excited cry	(٭°̧̧̧ω°̧̧̧٭)
excited	૮(ᶿ̴͈᷇ॢ௰ᶿ̴͈᷆ॢ)ა✧
excited love music	٩(ó｡ò۶ ♡)))♬
excited	␟␏(ɲ˃ ˈ̫̮ ˂ɳ)␟␏ෆ
happy	(●´∀｀●)
happy	(｀・ω・´)”
happy	(*´・ｖ・)
happy	(⌒▽⌒)☆
happy hug	⊂((・▽・))⊃
happy wave	(≧∇≦)/
happy	(´∇ﾉ｀*)ノ
happy	（・◇・）
happy wave	( ´ ▽ ` )ﾉ
happy	（＾_＾）
happy	（￣ー￣）
happy	(*^▽^*)
happy	(＾▽＾)
happy	（’-’*)
happy	∩( ・ω・)∩
happy	＼（＾ ＾）／
happy laugh	（　´∀｀）
happy	(^～^)
happy	(☆^O^☆)
happy	(☆^ー^☆)
happy	(´ω｀★)
happy	*(*´∀｀*)☆
happy hug	d=(´▽｀)=b
happy crazy	ヽ(‘ ∇‘ )ノ
happy	（*＾ワ＾*）
happy	(´∀`)
happy	(°◇°;)
happy crazy	(゜▽゜;)
happy surrender	(ﾉ´ｰ`)ﾉ
happy dance	ヽ(´ー`)ﾉ
happy	(　＾∇＾)
happy surrender	＼( ｀.∀´)／
happy	(●⌒∇⌒●)
happy surrender	ヽ(｀◇´)/
happy	ヽ(*・ω・)ﾉ
happy	（＾ω＾）
happy	｡◕‿◕｡
happy	⊙ω⊙
happy	⊙△⊙
happy	⊙▽⊙
happy	o (◡‿◡✿)
happy	(◕‿◕✿)
happy	(∩_∩)
happy	(•ิ_•ิ)
happy	(/•ิ_•ิ)/
happy	（ΦωΦ）
happy	（*＾＾*)
happy	（＾⊆＾）
happy	(-^〇^-)
happy	(ノ*゜▽゜*)
happy dance music	ヾ(´▽｀;)ゝ
happy crazy	(゜▼゜＊）
happy	(￣个￣)
happy	(“⌒∇⌒”)
happy crazy	へ(゜∇、°)へ
happy sleep	（-＾〇＾-）
happy laugh	（＞ｙ＜）
happy dead	(ヘ。ヘ)
happy laugh	（＾ｖ＾）
happy crazy	ヾ(@゜∇゜@)ノ
happy embarassed	（＠´＿｀＠）
happy laugh	(ノ＞▽＜。)ノ
happy cry	＼（＠；◇；＠）／
happy crazy	＼(☆o◎)／
happy cry	(o;TωT)o
happy	（⌒▽⌒ゞ
happy music	“ヽ(´▽｀)ノ”
happy wave fun	ヾ(＠⌒ー⌒＠)ノ
happy	Ψ(´▽｀)Ψ
happy	（ｖ＾＿＾）ｖ
happy love	(ી(΄◞ิ౪◟ิ‵)ʃ)♥
happy	(❁´◡`❁)*✲ﾟ*
happy music	(ღ˘⌣˘ღ) ♫･*:.｡. .｡.:*･
happy fun	ლ(╹◡╹ლ)
happy	(✿◠‿◠)
happy	(◑‿◐)
happy love hug	ლ(́◉◞౪◟◉‵ლ)
happy dead	✖‿✖
happy	(*~▽~)
happy	(─‿‿─)
happy	∩(︶▽︶)∩
happy	(︶ω︶)
happy	(∩▂∩)
happy think	(¬‿¬)
happy	(n˘v˘•)¬
happy	ಥ‿ಥ
happy dead	≖‿≖
happy fun	ʘ‿ʘ
happy wave run	☆ﾐ(o*･ω･)ﾉ
happy	(✌ﾟ∀ﾟ)☞
happy	(ᅌᴗᅌ* )
happy	(;ﾞ°´ω°´)
happy	°˖✧◝(⁰▿⁰)◜✧˖°
happy think	( ͡° ͜ʖ ͡°)
happy	(•‿•)
happy	(⊙ヮ⊙)
happy	(*¬*)
happy	(^∇^)
happy	(＝⌒▽⌒＝)
happy	(≡^∇^≡)
happy music	≧(´▽｀)≦
happy	（‐＾▽＾‐）
happy	(￣▽+￣*)
happy	(°∀°)b
happy	(*⌒∇⌒*)
happy	(๑╹っ╹๑)
whatever	╮(─▽─)╭
whatever	¯\_(ツ)_/¯
whatever	٩(-̮̮̃-̃)۶
whatever	ヽ（´ー｀）┌
whatever	┗┐ヽ(′Д、`*)ﾉ┌┛
whatever	ヽ( ´¬`)ノ
whatever	┗┃・ ■ ・┃┛
whatever	ヾ(´A｀)ノﾟ
whatever	ヽ（・＿・；)ノ
whatever	ヽ(　￣д￣;)ノ
whatever	＼（〇_ｏ）／
whatever crazy	ヽ(。_°)ノ
whatever	＼(;´□｀)/
whatever	ヾ(*´ー`)ノ
whatever	ヽ(‘ー`)ノ
whatever	ヽ(ー_ー )ノ
whatever	ヽ(´～｀；）
whatever	┐(‘～`；)┌
whatever	ヽ（*ω。）ノ
whatever	(;´・`)>
whatever	（＾～＾）
whatever	٩(-̮̮̃•̃)۶
whatever	┐(￣ー￣)┌
whatever	t(ツ)_/¯
whatever	┐(￣ヮ￣)┌
whatever	╰(　´◔　ω　◔ `)╯
whatever angry sad stare	ಠ_ಠ
whatever	ლ(ಠ_ಠლ)
whatever crazy	¯\(°_o)/¯
whatever	╮(╯▽╰)╭
love kiss	( c//”-}{-*\x)
love	(｡-_-｡ )人( ｡-_-｡)
love	(‘∀’●)♡
love	(*´∀｀*人*´∀｀*)
love	(/^-^(^ ^*)/
love	(´ ▽｀).。ｏ♡
love happy	(´∀｀)♡
love	ヽ(愛´∀｀愛)ノ
love	(●♡∀♡)
love kiss	( ˘ ³˘)♥
love kiss	( ˘ ³˘)❤
love kiss	( ⋆•ิ ᴈ-ิ(ᵕ❥ ᵕ⁎ ॢ)
love	(・_・)❤(-_-)
love kiss	(｡・//ε//・｡)
love animal pig	(｡･ω･｡)ﾉ♡
love	(｡’▽’｡)♡
love	（。ˇ ⊖ˇ）♡
love	(｡♥‿♥｡)
love	(* ˘⌣˘)◞[_]♥[_]ヽ(•‿• )
love music happy	（*´▽｀*）
love kiss	（*＾3＾）/～♡
love	（〃・ω・〃）
love kiss	（´・｀ ）♡
love	(´▽`ʃƪ)♡
love kiss	(´ε｀ )♡
love	（´ω｀♡%）
love	(˘▼˘>ԅ( ˘⌣ƪ)
love	(ˆˇˆ)-c<˘ˑ˘)
love	(>’o’)> ♥ <(‘o’<)
love hug	(>^_^)><(^o^<)
love	(∩˃o˂∩)♡
love	(◍•ᴗ•◍)❤
love bear	(♥ó㉨ò)ﾉ♡
love	(♥ω♥ ) ~♪
love	(♥ω♥*)
love	(Ɔ ˘⌣˘)♥(˘⌣˘ C)
love kiss	(ɔˆ ³(ˆ⌣ˆc)
love kiss	(ʃƪ ˘ ³˘)
love kiss	(ʃƪ˘ﻬ˘)
love	(ღ˘⌣˘ღ)
love hug kiss	(づ￣ ³￣)づ
love kiss	(っ˘з(˘⌣˘ )
love	(人-ω-)｡o.ﾟ｡*･♡Good Night♡･*｡ﾟo｡(-ω-人)
love	♡〜٩(^▿^)۶〜♡
love	♡｡ﾟ.(*♡´‿` 人´‿` ♡*)ﾟ♡ °・
love	♡(*´･ω･)(･ω･`*)♡
love	♡(*´∀｀*)人(*´∀｀*)♡
love	♡(˃͈ દ ˂͈ ༶ )
love	♡´･ᴗ･`♡
love	♡＾▽＾♡
love	♡꒰*･ω･人･ω･*꒱♡
love	♡o｡.(✿ฺ｡ ✿ฺ)
love	♡o｡(๑๏‿ฺ๏๑)｡o♡
love	♥(ˆ⌣ˆԅ)
love	♥(✿ฺ´∀`✿ฺ)ﾉ
love	♥（ﾉ´∀`）
love	♥～(‘▽^人)
love	♥╣[-_-]╠♥
love	✿♥‿♥✿
love	꒰˘̩̩̩⌣˘̩̩̩๑꒱♡
love	꒰♡ˊ͈ ु꒳ ूˋ͈꒱.⑅*♡
love	웃+웃=❤
love	乂❤‿❤乂
love	( ᵒ̴̶̷̤̀ुωᵒ̴̶̷̤́ू )❤”
love	♡ლ(-༗‿༗-)ლ♡
love	☆*✲ﾟ*｡(((´♡‿♡`+)))｡*ﾟ✲*☆
love	♡ლζ(♛ε♛*ζლ♡
love	(ෆ ͒•∘̬• ͒)◞
love think	ॱ॰⋆(˶ॢ‾᷄﹃‾᷅˵ॢ)ӵᵘᵐᵐᵞ♡♡♡
love	੯ूᵕ̤ू U॒॒॒॒॒୭ℒℴѵℯ❤
love	(♡´͈༝`͈)ฅ˒˒
love	(๑′ᴗ‵๑)Ｉ Lᵒᵛᵉᵧₒᵤ♥
love	♡ℒฺℴฺνℯฺ♡
love	(*´o`*)ʖˋʖˋʖˋ～♡
love kiss	(๑•з•)))⋆*♡*⋆ฺ=͟͟͞͞=͟͟͞͞
love	♡+:｡.｡❣LﾛVЁ❣｡.｡:+♡
love	(๑′ڡ‵๑)۶४४yϋᵐᵐӵ♡॰⋆̥
love	( ˭̵̵̵̵͈́◡ु͂˭̵̵̵͈̀ )ˉ̞̭♡
love kiss	ლ(´◉❥◉｀ლ)
love	(๑・ω-)～♥”
love	( ＾◡＾)っ✂❤
love	（●´∀｀）ノ♡
love	◌⑅⃝●♡⋆♡⃝ ˻˳˯ₑ♡⃝⋆●♡⑅⃝◌
love	(♡ᵉ̷͈ัॢωᵉ̷͈ัॢ )‧₊°♡
love	(✿ ♥‿♥)
love	ฅ ̳͒•ˑ̫• ̳͒ฅ♡
love	(｡・‧̫・｡).*＊♡
love	(♡ˊ͈ ॢ꒳ ॢˋ͈)♪
love	♡+* Ɗɑɫë*+♡
love	(͒ ॢ ›⚇‹ ॢ)͒୭♡
love	(*°∀°)=3
love kiss	( ๑ ᴖ ᴈ ᴖ)ᴖ ᴑ ᴖ๑)❣
love	(/∇＼*)｡o○♡
love	(۶•౪•)۶❤٩(•౪•٩)
love hug	(ღ˘⌣˘)❛ั◡❛ัღ)
love think	(*´ ˘ `*).｡oO ( ♡ )
love	´͈ ᵕ `͈ ♡°◌̊
love	(*• ुᴗ•ධ̢•͈ꄃ̑•͈ ධ̡੭ु⁾⁾·°♡
love	( ´͈ ૢᐜ `͈ૢ)･*♡੭ੇ৸♡੭ੇ৸♡
love	( ′ॢ◡̶͂‵ ॢ )♡*.
love	˄̻ ̊σ(˃̴͈◡ुමੈॆ⋆)˄̻ ̊~♡⃛
love	(୨୧•͈ᴗ•͈)◞ᵗʱᵃᵑᵏઽ*♡
love	*♡೫̥͙*:・ℋɑppყ Ϣәԁԁıɲɠﾟ･:* ೫̥͙♡*
love	(≚ᄌ≚)ℒℴѵℯ❤
love	◟( ˊ̱˂˃ˋ̱ )◞♡⃛◟( ˊ̱˂˃ˋ̱ )◞
love	(๑॔˃̶ॢ◟◞ ˂̶ॢ๑॓)♡
love	₍՞◌′ᵕ‵ू◌₎♡
love	（人´∀`*）
love happy	( •ॢ◡-ॢ)-♡
love	( ๑॔˃ ॢ‧̫˂)ॢ♡̷˚๐
love	ପ(๑•̀ᴗ-♡ॢ)fෆr yෆu*೨⋆*✩
love hug	٩(๑•◡-๑)۶ⒽⓤⒼ❤
love kiss	～(^з^)-♡
love wave	ヾ(◍’౪`◍)ﾉﾞ♡
love	(●´□`)♡
love kiss	ლ(|||⌒εー|||)ლ
love	ƪ(♥ﻬ♥)ʃ
love	ღゝ◡╹)ノ♡
love	(‾̴̴͡͡▿•‾̴̴͡͡ʃƪ)
love	(ෆ❛ั ु▿❛ั੯ू❛ัू ໒꒱⁼³₌₃
love	♡(.◜ω◝.)♡
angry	(*≧m≦*)
angry	(>_<)
angry	(,,#ﾟДﾟ)
angry	ヽ(ｏ`皿′ｏ)ﾉ
angry	o(>< )o
angry	ｏ( ><)o
angry	ヽ(≧Д≦)ノ
angry	（＞д＜）
angry sleep	（;≧皿≦）
angry	[○･｀Д´･○]
angry	ヽ(#`Д´)ﾉ
angry	Σ(-`Д´-ﾉ；)ﾉ
angry	(((p(>o<)q)))
angry	(/ﾟДﾟ)/
angry	(¬д¬。)
angry	(¬､¬)
angry think	（；¬＿¬)
angry think	(;¬_¬)
angry	(；¬д¬)
angry	(≧σ≦)
angry	o(-`д´- ｡)
angry	ヽ(●-`Д´-)ノ
angry	(*￣m￣)
angry	(´Д｀)
angry	(；￣Д￣）
angry wave	(¬_¬)ﾉ
angry	(＃｀д´)ﾉ
angry surprised	(」゜ロ゜)」
angry	Σ(▼□▼メ)
angry	(━┳━ _ ━┳━)
angry	(┳◇┳)
angry	{{|└(>o< )┘|}}
angry	＼(＠O＠)／
angry	（≧▼≦；)
angry	＼(〇O〇)／
angry	s(・｀ヘ´・;)ゞ
angry	（▼へ▼メ）
angry	＼(`O´θ／
angry	θ＼(；￢_￢)
angry	ヽ(｀⌒´メ)ノ
angry	凸(-0-メ)
angry	凸(｀△´＋）
angry	凸(｀0´)凸
angry	凸(｀⌒´メ)凸
angry	＼(｀0´)／
angry	-`д´-
angry	(>人<)
angry	щ(ಠ益ಠщ)
angry	(ノಠ益ಠ)ノ
angry	щ(ಥДಥщ)
angry	o(≧o≦)o
angry	(⋋▂⋌)
angry	(◣_◢)
angry sleep	ᕙ(⇀‸↼‶)ᕗ
angry	ᕦ(ò_óˇ)ᕤ
angry	( ಠ ಠ )
angry	(¬▂¬)
angry think	(¬_¬)
angry	ಥ⌣ಥ
angry	s(・｀ヘ´・；)
angry	ლ(ಠ益ಠლ
angry	ლಠ益ಠ)ლ
angry	凸ಠ益ಠ)凸
angry	╭(๑¯д¯๑)╮
angry	ಠ▃ಠ
angry surrender	t(-_-t)
angry	ヽ(#ﾟДﾟ)ﾉ┌┛
angry think	(҂⌣̀_⌣́)
angry cry	ͼ(ݓ_ݓ)ͽ
angry	(ಥ⌣ಥ)
sad cry	（ ; ; ）
sad cry	(T＿T)
sad cry	（ ＴДＴ）
sad cry	(ToT)
sad cry	(Ｔ▽Ｔ)
sad	(‘A`)
sad	（；_・）A single tear…
sad cry	(T_T)
sad cry	((T.T； )
sad cry	(； T.T))
sad cry	（；へ：）
sad cry	(ノД`)・゜・。
sad	・(/Д`)・
sad	(´＿｀。)
sad	(´Д｀。)
sad	(´Ａ｀。)
sad	(´∩｀。)
sad cry	｡：ﾟ(｡ﾉω＼｡)ﾟ･｡
sad cry	(┳Д┳)
sad cry	(´；д；`)
sad cry	(*´；ェ；`*)
sad cry	｡･ﾟﾟ･(>д<)･ﾟﾟ･｡
sad cry	(。┰ω┰。)
sad	(゜´Д｀゜)
sad cry	（ｉДｉ）
sad cry	(´；ω；`)
sad cry	。ﾟ(ﾟﾉД｀ﾟ)ﾟ｡
sad	ヽ(´□｀。)ﾉ
sad	(ﾟ´Д｀ﾟ)ﾟ
sad	{{p´Д｀q}}
sad	ヽ(●ﾟ´Д｀ﾟ●)ﾉﾟ
sad cry	( p_q)
sad cry	(╯︵╰,)
sad cry	(个_个)
sad	((´д｀))
sad	( ≧Д≦)
sad cry	｡゜(｀Д´)゜｡
sad	p(´⌒｀｡q)
sad cry	(/□＼*)・゜
sad cry	((o(;△;)o))
sad surrender	（；￣д￣）
sad cry	(ㄒoㄒ)
sad	⊙︿⊙
sad cry surrender	o(╥﹏╥)o
sad cry	o(；△；)o
sad cry	(;*△*;)
sad	（´＿｀）
sad cry	╥﹏╥
sad cry	(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)
sad	(∩︵∩)
sad	(︶︹︺)
sad cry	(╥_╥)
sad hug	(っ˘̩╭╮˘̩)っ
sad	ಥ_ಥ
sad	(T⌓T)
surprised	( ꒪Д꒪)ノ
surprised	(((( ;°Д°))))
surprised	((((；゜Д゜)))
surprised	（゜◇゜）
surprised surrender	（￣□￣；）
surprised	∑(O_O；)
surprised	＼(>o<)ノ
surprised	━Σ(ﾟДﾟ|||)━
surprised	Σ(゜ロ゜;)
surprised	Σ(゜゜)
surprised	(*ﾟﾛﾟ)
surprised	щ(゜ロ゜щ)
surprised	(ﾉﾟ0ﾟ)ﾉ~
surprised	⊙▂⊙
surprised	⊙０⊙
surprised	w(°ｏ°)w
surprised	L(・o・)」
surprised	(○o○)
surprised	（・□・；）
surprised	∑(;°Д°)
surprised	(´⊙ω⊙`)！
surprised	\(*0*)/
embarassed	(^_^;)
embarassed	(^^ゞ
embarassed	(^^;)
embarassed kiss	(#^.^#)
embarassed	(‘-’*)
embarassed	(*^^*)
embarassed	(⌒_⌒;)
embarassed	(#｀ε´#ゞ
embarassed	（*/∇＼*）
embarassed	(〃￣ω￣〃ゞ
embarassed	(*´ｪ｀*)
embarassed	(*´∀`*)
embarassed	(*´_ゝ｀)
embarassed	(/ω＼)
embarassed	(*ﾉ▽ﾉ)
embarassed	(*ﾉωﾉ)
embarassed	（/｡＼)
embarassed	（。-＿-。）
embarassed	(#／。＼#)
embarassed	(╯_╰)
embarassed	(╯ಊ╰)
embarassed	(ﾉ)´∀｀(ヾ)
embarassed	(*/ω＼*)
embarassed	\(//∇//)\
embarassed	(*ﾟｰﾟ)ゞ
embarassed	\(///Σ///)\
embarassed	（//･_･//)
embarassed crazy	(⊙﹏⊙✿)
embarassed	(<o///v>)
confused	(´･_･`)
confused	(◎_◎;)
confused	(｀_´)ゞ
confused	(◎-◎；)
confused	(・_・ヾ
confused	(￣(エ)￣)ゞ
confused	(-_-)ゞ゛
confused	(‘◇’)?
confused	ヽ(゜Q。)ノ？
confused	(´｀;) ？
confused	【・ヘ・?】
confused	【・_・?】
confused	( ・◇・)？
confused	(゜-゜)
confused	ヾ(´･ ･｀｡)ノ”
confused	｢(ﾟﾍﾟ)
confused	( ?´_ゝ｀)
confused smug	o(´^｀)o
confused	(´−｀) ﾝｰ
confused	(」ﾟヘﾟ)」
confused	(•ิ_•ิ)?
confused	「(°ヘ°)
confused crazy	(。ヘ°)
confused	〈(゜。゜)
confused	(゜。゜)
confused	く（＾_・）ゝ
confused	(^～^;)ゞ
confused surprised	٩(͡๏̯͡๏)۶
confused angry	٩(̾●̮̮̃̾•̃̾)۶
confused crazy	(⊙_◎)
confused stare	ಠ_ರೃ
confused	щ(ºДºщ)
confused	﴾͡๏̯͡๏﴿
confused	ఠ_ఠ
confused	(●__●)
confused	(ﾟｰﾟ;
confused	(●´ω｀●)ゞ
confused	(＃⌒∇⌒＃)ゞ
confused	(・・。)ゞ
confused crazy	⁀⊙﹏☉⁀
confused crazy	(♠_♦)
confused	(⊙_☉)
confused	(⊙.☉)7
confused crazy	`(๑ △ ๑)`*
confused	(」ﾟﾛﾟ)｣
confused	(C_C)
smug	ー(￣～￣)ξ
smug	(((￣へ￣井)
smug	(`へ´*)ノ
smug	(￣^￣)
smug	（￣へ￣）
smug	（￣～￣;）
smug	(￣ェ￣;)
smug	(-、-)
smug	( ；｀ヘ´)
smug	(￣ω￣;)
smug	（｀＾´）ノ
smug	<(￣︶￣)>
cat	(=^･ｪ･^=)
cat	(=^‥^=)
cat	(=^･^=)
cat	V(=^･ω･^=)v
cat	(=｀ω´=)
cat	o(^・x・^)o
cat	＼(=^‥^)/’`
cat	( =①ω①=)
cat	d(=^･ω･^=)b
cat	(=ＴェＴ=)
cat	(=;ェ;=)
cat	(=^･ω･^)y＝
cat	(^-人-^)
cat dance	ヽ(^‥^=ゞ)
cat	(^・ω・^ )
cat	(=^-ω-^=)
cat	b(=^‥^=)o
cat	(.=^・ェ・^=)
cat	（=´∇｀=）
cat	ヾ(=ﾟ･ﾟ=)ﾉ
cat	~(=^‥^)ノ
cat	~(=^‥^)/
cat dead	(=ｘェｘ=)
cat	(=；ェ；=)
cat	(=｀ェ´=)
cat	(^･o･^)ﾉ”
cat	(^._.^)ﾉ
cat dance	└(=^‥^=)┐
cat	=’①。①’=
cat	ㅇㅅㅇ
cat	(・∀・)
cat	(^人^)
bear	(￣(エ)￣)
bear	(｡･ω･｡)
bear	(●｀･(ｴ)･´●)
bear	(*ノ・ω・）
bear	川´･ω･`川
bear	( (ﾐ´ω`ﾐ))
bear	ヾ(T(エ)Tヽ)
bear	＼(・｀(ｪ)・)/
